Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Андрейко,Сергій,Петрович,male,1975-10-06,Пекар,хутір Красилів,"парк Чернівецький, буд. 6 кв. 546, Миргород, 03063",+380 08 698-73-95,rvitruk@example.org
Шиян,Стефан,Артемович,male,1986-11-16,Лікар,селище Бершадь,"вулиця Стахановський 4-й, буд. 136 кв. 2, Корсунь-Шевченківський, 02681",+380 (03) 728-78-58,mykhaliukleonid@example.org
Андріїшин,Гордій,Вікторович,male,1947-02-28,Дизайнер,село Шпола,"узвіз Онілової, буд. 21 кв. 5, Рожище, 78353",027 363 35 37,ihnatovcharenko@example.net
Ващук,Мартин,Анатолійович,male,2000-11-26,Клоун,місто Зугрес,"сквер Бородінська, буд. 82, Нова Каховка, 39319",+380 32 123 91 59,nazar01@example.net
Щербак,Симон,Опанасович,male,1985-05-13,Пілот,місто Балта,"узвіз Шовкуненка, буд. 5, Житомир, 11557",+380 (51) 800-34-40,volodymyraderevianko@example.com
Кабаненко,Ярослав,Іванович,male,1939-10-16,Піаніст,село Кривий Ріг,"шосе Краснослобідський, буд. 1 кв. 01, Географія Вільнянська, 46830",+380 55 736-64-81,rsych@example.net
Щорс,Пилип,Анатолійович,male,1969-08-28,Кур'єр,місто Яготин,"сквер Поштовий, буд. 058, Берегове, 27087",025 361 81 43,sofiia56@example.org
Каденюк,Ростислав,Опанасович,male,1989-03-20,Електрослюсар,місто Хотин,"набережна Косяченка Олексія, буд. 829, Рівне, 95719",000 363-77-53,ieshchenkomaksym@example.org
Ґалаґан,Віталій,Остапович,male,1942-09-21,Професор,село Білогірськ,"набережна Сурикова, буд. 970 кв. 6, Феодосія, 18447",+380 61 617-41-83,omelianakymenko@example.com
Бакуменко,Максим,Іванович,male,1981-12-11,Геофізик,хутір Ржищів,"сквер 1-ша Лінія Марії Демченко, буд. 982, Пустомити, 75305",761-86-64,zoliinyk@example.org
Токар,Зиновій,Федорович,male,1986-01-21,Фотограф,селище Калинівка ,"узвіз Ангарська, буд. 06, Старий Крим, 16656",+380 72 674 17 15,ghaidabura@example.net
Теліженко,Климент,Антонович,male,1951-04-03,Економіст,селище Буськ,"провулок Литовська, буд. 909, Свалява, 27609",+380 (04) 349-68-78,mpanchuk@example.net
Дрозденко,Мирослав,Іванович,male,1940-01-01,Складальник,селище Устилуг,"провулок Магнітогорський 3-й, буд. 849 кв. 33, Вознесенівка, 95122",399-62-45,komarzakhar@example.net
Єресько,Микита,Вікторович,male,1970-03-26,Флорист,місто Хмільник,"вулиця Сергія Ядова, буд. 0 кв. 988, Гірник , 86817",025 772 28 94,apavlyk@example.com
Пелех,Вадим,Вікторович,male,1962-11-26,Лікар,місто Армянськ,"шосе Об'їзна дорога, буд. 350 кв. 008, Галич, 40137",253-42-45,anitanosenko@example.com
Бабко,Герман,Дамирович,male,1989-01-03,Диригент,місто Слов'янськ,"вулиця Яхненка Семена, буд. 03 кв. 67, Острог, 16192",+380 00 538-52-02,dannacharnysh@example.net
Бабій,Герман,Васильович,male,2006-07-17,Юрист,хутір Рубіжне,"набережна Басейний 2-й, буд. 469 кв. 0, Малин, 78032",+380 (30) 559-50-20,petrenkosviatoslava@example.net
Парасюк,Данило,Опанасович,male,1943-07-31,Візажист,хутір Стрий,"площа Лінія 55-та, буд. 236, Жданівка, 10835",054-71-66,flesyk@example.com
Корбут,Назар,Сергійович,male,1965-12-28,Музичний редактор,місто Гребінка,"шосе Квітковий, буд. 06, Тульчин, 32010",346-87-59,danchuiko@example.org
Гавришкевич,Антон,Григорович,male,1992-11-08,Громадський діяч,село Снятин,"вулиця 16-та Лінія 6-й ст. Люстдорфської дороги, буд. 73, Кам'янське, 04436",+380 68 207 95 91,demyd77@example.net
Андріїшин,Захар,Антонович,male,1982-09-28,Різноробочий,місто Гнівань,"парк Маячний, буд. 9, Овруч, 97198",039 150-66-00,volodymyra31@example.org
Тригуб,Антон,Антонович,male,1989-01-30,Астрофізик,хутір Свалява,"набережна Мінська, буд. 9, Оріхів, 58749",+380 99 264 11 73,olena54@example.org
Артеменко,Федір,Антонович,male,1952-05-30,Дипломат,хутір Хуст,"набережна Політкаторжан, буд. 0 кв. 502, Корець, 43835",+380 (19) 279-89-32,erikabevzenko@example.org
Чумак,Веніямин,Андрійович,male,1960-11-09,Випробувач,село Красногорівка,"площа Ф. Пішеніна, буд. 12, Рахів, 71416",061 384-17-48,milena81@example.com
Асаула,Руслан,Дамирович,male,1963-02-02,Агроном,селище Моспине,"провулок Хімічна, буд. 1, Вільногірськ, 97352",776 94 91,zinchuknataliia@example.com
Жадан,Левко,Вікторович,male,1950-08-04,Дантист,хутір Молодогвардійськ,"площа Амурський 1-й, буд. 01, Сокаль, 16523",+380 93 954-91-75,vashchenko-zakharchenkoanton@example.org
Ярош,Олег,Вячеславович,male,1969-01-22,Фрілансер,селище Вилкове,"сквер Лазурний 2-й, буд. 1, Чистякове, 44112",010-81-79,vermenychalevtyn@example.org
Охримович,Нестор,Андрійович,male,2000-01-13,Локсмайстер,місто Новий Калинів,"вулиця Іванова 2-й, буд. 6, П'ятихатки, 38324",727-01-34,varvara53@example.org
Сімашкевич,Яків,Васильович,male,1941-11-14,Публіцист,місто Мирноград,"проспект Кар’єрна, буд. 850, Долина , 63589",085 587-00-85,tsachenko@example.com
Лупій,Леонтій,Вячеславович,male,1996-05-25,Стропальник,хутір Українка ,"проспект Студентський 5-й, буд. 190, Мирноград, 94633",+380 80 231-12-51,lkabanenko@example.com
Слюсар,Богодар,Остапович,male,1955-10-13,Диригент,селище Ромни,"набережна Ватманський, буд. 32 кв. 09, Дубляни, 33667",076 853-74-37,akulenkoiryna@example.net
Ґерус,Варфоломій,Опанасович,male,1974-02-17,Мистецтвознавець,хутір Дрогобич,"узвіз Заводська 5-та, буд. 312 кв. 6, Умань, 76590",003 665-63-43,dankevychiefrem@example.net
Гайдамака,Павло,Дамирович,male,1943-05-19,Науковець,селище Красноперекопськ,"набережна Пугачова, буд. 8, Кривий Ріг, 24794",+380 88 711-65-16,qpavlenko@example.net
Стус,Богодар,Григорович,male,1973-11-12,Євнух,село Оріхів,"проспект Чорноморський 6-й, буд. 2, Новомиргород, 48945",050 390-10-14,makar82@example.org
Яковенко,Франц,Вікторович,male,1956-10-22,Палеонтолог,селище Новоазовськ,"площа Нафтовиків, буд. 4, Жовті Води, 82295",+380 (61) 453-24-49,okseniiabaranets@example.net
Шевченко,Руслан,Анатолійович,male,1996-02-07,Підприємець,село Копичинці,"проспект Деревообробний 3-й, буд. 63 кв. 219, Кодима, 35380",+380 66 988 80 10,aleksandrenkonataliia@example.org
Мазепа,Леонтій,Олександрович,male,1963-11-13,Скульптор,місто Богуслав,"площа Яблучна, буд. 701 кв. 5, Докучаєвськ, 83121",+380 (97) 043-96-37,iashchenkomyron@example.net
Зарудний,Сергій,Сергійович,male,1951-09-13,Конструктор,місто Березівка,"сквер Дунаєва, буд. 055, Щастя , 14111",+380 (77) 816-17-27,artiushenkoviktor@example.com
Пустовіт,Руслан,Антонович,male,1940-09-20,Мікробіолог,селище Таврійськ,"площа Шишкіна, буд. 782 кв. 5, Благовіщенське, 29484",+380 (38) 227-54-83,ekozak@example.org
Щириця,Анжела,Олександрівна,female,1940-12-20,Дипломат,село Батурин,"парк Бірюкова, буд. 100, Рудки, 41503",032 219-01-55,myroslavsaienko@example.net
